許可番号,区分,商号,代表者,郵便番号,市区町村,所在地,電話番号,資本金(千円),法人/個人,許可業種,特定,許可年月日,推定年数下限,業種分類,中南部
47003867,知事,沖縄古賀防水工業（株）,古賀 博昭,901-0301,糸満市,字阿波根４９５－１,098-994-3743,20000,法人,土建大左と石屋タ鋼舗し板ガ塗防内具水,1,R040123 R051110,35,建設業（総合）,1
47005482,知事,（有）沖繩小堀電機,宇根 良彦,901-2132,浦添市,伊祖３－１－７,098-878-6385,35000,法人,土と石電管鋼舗し塗機通水,1,R060614,35,建設業（総合）,1
47010130,知事,（有）沖縄左官商会,平田 林賢,904-2162,沖縄市,海邦２－２１－２４,098-939-5805,3000,法人,左,,R040528,15,その他専門工事,1
47013717,知事,沖縄産機（株）,運天 達男,901-2223,宜野湾市,大山７－３－１５,098-898-3092,45000,法人,機,,R060625,5,電気・設備工事,1
47008962,知事,沖縄三和シヤッター（株）,稲山 武志,901-0212,豊見城市,字平良８４－１,098-840-5538,100000,法人,と屋鋼板内具,,R030410,20,内装工事,1
47003399,知事,沖縄市管工事（同）,永山 均,904-0012,沖縄市,安慶田５－２－９,098-933-3157,58270,法人,土と石管鋼舗し水,1,R040718,35,建設業（総合）,1
47002512,知事,（資）沖縄実業,宮里 幸雄,902-0067,那覇市,安里１－８－４,098-867-0145,50000,法人,建大左と石屋タ鋼板ガ塗防内絶具,1,R030122,35,建設業（総合）,1
47012198,知事,（有）沖縄ジッポウ工業,藤田 耕平,901-2101,浦添市,西原５－４４－８,098-876-6656,10000,法人,タ,,R041219,12,その他専門工事,1
47010897,知事,沖縄シャープ電機（株）,田場 進,900-0002,那覇市,曙２－１０－１,098-862-2231,30500,法人,電管,,R070908,15,電気・設備工事,1
47011027,知事,沖縄シャーリング（株）,新川 英明,901-2122,浦添市,勢理客４－２１－１２,098-877-2091,30000,法人,土建大と石屋タ鋼筋舗し塗内水,,R030421 R070305,15,建設業（総合）,1
47012549,知事,（株）沖縄シャングリラ,万代 悟,905-0014,名護市,港２－６－５,0980-54-6677,100000,法人,建大屋タ鋼内,,R060728,12,建設業（総合）,
47007943,知事,（株）沖縄浄環センター,大城 康,904-0006,沖縄市,八重島２－１３－９,098-939-3915,20500,法人,土と石管鋼舗し水,,R040918,28,建設業（総合）,1
47015415,知事,（株）沖縄昇降機,上原 清尊,903-0804,那覇市,首里石嶺町４－９６－１大建マンション首里石嶺２０３,098-886-2240,2000,法人,機,,R070808,0,電気・設備工事,1
47012030,知事,（株）オキナワ商事,比嘉 英二,901-2405,中頭郡中城村,字屋宜６０－２,098-895-7700,20000,法人,土と石鋼舗し水,,R031201,12,建設業（総合）,1
47009321,知事,沖縄新エネ開発（株）,嘉味田 朝紀,904-0103,中頭郡北谷町,字桑江４７３－２５,098-923-2212,49000,法人,土建電機解,1,R040907 R051126,20,建設業（総合）,1
47008748,知事,（有）沖縄新和ハウス工業,新里 裕大,904-2231,うるま市,字塩屋４９４－２,098-974-8680,10000,法人,建大屋タ鋼内,,R060911,20,建設業（総合）,1
47006320,知事,（有）沖縄スイケン,堀戸 義広,902-0061,那覇市,沖縄県那覇市古島２－２８－２佐辺ビル２－Ｂ,098-975-5555,49000,法人,土建と石鋼舗し塗園水解,1,R031011,28,建設業（総合）,1
47002582,知事,沖縄水質改良（株）,天願 智一,903-0804,那覇市,首里石嶺町３－８－１,098-886-6321,30000,法人,土と電管機水消,1,R041220,35,建設業（総合）,1
47011008,知事,（株）沖縄水道管理センター,米田 善治,900-0006,那覇市,おもろまち４－１０－１８－２０３,098-865-2121,48000,法人,電管機水,,R030404,15,電気・設備工事,1
47015294,知事,沖縄スペース（株）,西岡 一期,900-0015,那覇市,久茂地１－１２－１２ニッセイ那覇センタービル１０Ｆ,098-867-5850,25000,法人,建内,1,R070225,0,建設業（総合）,1
47012076,知事,（株）沖縄セイホ,谷口 一郎,900-0002,那覇市,曙３－１５－９ １０１,098-862-2827,10000,法人,土と石鋼舗し水解,,R040427,12,建設業（総合）,1
47010989,知事,（資）沖縄関ヶ原石材,緑間 禎,902-0071,那覇市,繁多川２－１７－５,098-855-4100,30000,法人,土と石鋼舗し塗水解,,R020831,15,建設業（総合）,1
47011690,知事,沖縄石装,新垣 俊司,901-2402,中頭郡中城村,字泊５１７,098-895-3135,,個人,石,,R070208,12,その他専門工事,1
47001971,知事,沖縄石油ガス（株）,幸喜 健,901-2102,浦添市,前田３－１－８,098-877-7124,49532,法人,管,,R071013,35,電気・設備工事,1
47014479,知事,（有）沖縄ゼネラル,長嶺 善憲,900-0012,那覇市,泊１－３－２,098-868-1144,3000,法人,電,,R031008,0,電気・設備工事,1
47006647,知事,（株）沖縄ゼネラルサービス,宮村 敏郎,901-2224,宜野湾市,真志喜１－７－２,098-897-2604,15000,法人,土と石電管舗水,,R031221,28,建設業（総合）,1
47000678,知事,（株）沖縄総建,下地 惠正,900-0003,那覇市,字安謝２２０,098-861-3918,40000,法人,土建大と石屋タ鋼舗し塗内水解,1,R040122,35,建設業（総合）,1
47010631,知事,（株）沖縄創研工業,仲地 末美,902-0075,那覇市,国場６７２－１石川アパート１階,098-832-5111,3000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水解,,R060322,15,建設業（総合）,1
47011740,知事,沖縄綜合警備保障（株）,秋吉 直敏,901-2223,宜野湾市,大山７－１１－１０,098-870-2500,40000,法人,電通消,1,R070507,12,電気・設備工事,1
47005813,知事,（有）沖縄総合建設,島田 政彦,901-0364,糸満市,潮崎町３－１４－１,098-851-7166,10000,法人,土と石舗水,,R070415,35,建設業（総合）,1
47014104,知事,（株）沖縄総合建設,町田 敬洋,904-0417,国頭郡恩納村,字真栄田２９７１－１,098-987-8330,2000,法人,土石鋼舗し水解,,R030419,5,建設業（総合）,
47010962,知事,（有）沖縄総設,伊波 善之,904-0314,中頭郡読谷村,字古堅６１－２,098-956-9901,3000,法人,土と石電管鋼舗水,,R021226,15,建設業（総合）,1
47012630,知事,沖縄創設（株）,熊本 透,901-0225,豊見城市,字豊崎１－１１７８－１００８,098-850-5345,20000,法人,管,,R070107,12,電気・設備工事,1
47001907,知事,（株）沖縄装美工業,川満 孝幸,903-0804,那覇市,首里石嶺町４－１６４－３,098-887-3847,20000,法人,土建大と石屋タ鋼舗し板ガ塗防内絶園具水解,1,R060421,35,建設業（総合）,1
47014250,知事,沖縄第一産業,仲宗根 宗春,904-0103,中頭郡北谷町,字桑江３４６,090-3794-4220,,個人,建,,R030129,5,建設業（総合）,1
47015044,知事,沖縄タイキ（株）,山城 靖,901-1105,島尻郡南風原町,字新川９５,098-888-6800,10000,法人,管,,R060105,0,電気・設備工事,1
47008599,知事,（株）沖縄ダイケン,山盛 博文,900-0006,那覇市,おもろまち１－１－１２,098-862-2991,100000,法人,土建大左と石屋電管タ鋼舗し板ガ塗防内機絶通園具水消,1,R041017,20,建設業（総合）,1
47008568,知事,（株）沖縄大洋工芸,樫田 典明,901-0306,糸満市,西崎町４－１５－１０,098-994-0505,30000,法人,内,,R040908,20,内装工事,1
47011954,知事,沖縄大和梱包（株）,奥原 和範,901-2131,浦添市,牧港１－４９－６,098-871-3444,5000,法人,機,,R030620,12,電気・設備工事,1
47014348,知事,沖縄タカサキ（株）,井元 嵩,904-1114,うるま市,石川嘉手苅９６１－２２－２Ｆ,098-975-6299,5000,法人,大,,R030604,5,その他専門工事,1
47006680,知事,（有）沖縄タカラ住設,根路銘 安也,901-2104,浦添市,当山３－２－１,098-877-1314,10000,法人,建大屋管タ内,,R031012,28,建設業（総合）,1
47013718,知事,（有）沖縄探査工業,島田 潤,903-0804,那覇市,首里石嶺町２－１９３－２,098-943-0571,3000,法人,土と石鋼舗し水,,R060625,5,建設業（総合）,1
47010364,知事,（株）沖縄中央エンジニアリング,仲宗根 昌博,901-2203,宜野湾市,野嵩１－６－２３,098-893-6666,10000,法人,土と石鋼舗し塗水,,R040817,15,建設業（総合）,1
47003349,知事,（株）沖縄庭芸,渡嘉敷 弘,902-0075,那覇市,字国場５２０,098-855-5217,30000,法人,土と石鋼舗し塗園水,1,R070626,35,建設業（総合）,1
47004257,知事,沖縄テクノクリート（株）,仲本 幸平,900-0003,那覇市,字安謝６２０,098-868-2522,30000,法人,土と石舗水,,R070828,35,建設業（総合）,1
47013315,知事,（合）Ｏｋｉｎａｗａ Ｄｅｖｅｌｏｐ Ｓｅｒｖｉｃｅ,新垣 達也,904-0013,沖縄市,室川２－７－４５,098-939-1933,5000,法人,建大左石屋タ板ガ塗防内絶具,,R040920,8,建設業（総合）,1
47008007,知事,（有）沖縄電気建設,比嘉 定光,901-2131,浦添市,牧港４－２－３,098-875-1910,20000,法人,土と石電鋼舗し塗通水解,1,R070427,20,建設業（総合）,1
47006436,知事,沖縄電機工業（株）,新垣 昌明,904-2234,うるま市,字州崎１２－５５,098-929-1255,23485,法人,電,1,R021114,28,電気・設備工事,1
47013163,知事,（一財）沖縄電気保安協会,仲本 和也,900-0036,那覇市,西３－８－２１,098-861-1060,,法人,電,,R040224,8,電気・設備工事,1
47000096,知事,沖縄電興（株）,城間 隆弘,900-0036,那覇市,西３－４－２７,098-868-7063,30600,法人,土と電管鋼機通水,1,R030215,35,建設業（総合）,1
47010276,知事,（株）沖縄電子,宮城 啓一,901-2123,浦添市,西洲２－６－６卸売商業団地組合会館１Ｆ,098-898-2358,15344,法人,電通,,R040318,15,電気・設備工事,1
47010670,知事,沖縄東芝エレベータ（株）,管野 浩介,900-0004,那覇市,字銘苅１８０－７,098-866-5497,50000,法人,機,1,R041115,15,電気・設備工事,1
47000035,知事,沖縄道路（株）,宮里 三男,905-0019,名護市,大北四丁目２７－７５,0980-52-1814,49000,法人,土建と石電管鋼舗し塗園水解,1,R030402 R061023,35,建設業（総合）,
47005808,知事,沖縄道路興業（株）,安里 浩,903-0103,中頭郡西原町,字小那覇１４７０,098-946-3244,21000,法人,土と石鋼舗し塗水解,,R031207,35,建設業（総合）,1
47003323,知事,沖縄道路メンテナンス（株）,瑞慶山 良隆,901-0232,豊見城市,字伊良波５１９－１,098-850-4083,20130,法人,土と石鋼舗塗水,,R040307,35,建設業（総合）,1
47014254,知事,（株）沖縄トータル工業,山入端 学,901-0147,那覇市,宮城１－１７－１７－１１０６ Ｆステージ小禄宮城壱番館,098-851-7119,5000,法人,管,,R030205,5,電気・設備工事,1
47000347,知事,（株）沖縄特電,野原 武,900-0015,那覇市,久茂地３－２１－１,098-862-4235,50000,法人,電管機通消,1,R040804,35,電気・設備工事,1
47014274,知事,沖縄塗装（株）,大城 朝也,904-2155,沖縄市,美原４－７－１ 春マンション１０５,098-989-5763,5000,法人,大左石屋タ板ガ塗防内絶具,,R030305,5,塗装・防水,1
47013465,知事,沖縄塗装工業,長嶺 直樹,902-0074,那覇市,字仲井真３６５－１,098-854-1015,,個人,塗,,R050521,8,塗装・防水,1
47006980,知事,（株）沖縄土木,村松 慶多,907-0023,石垣市,字石垣１８４５－３６,0980-82-0252,20000,法人,土と石鋼舗し水,1,R071106,28,建設業（総合）,
47009813,知事,沖縄トヨタ自動車（株）,野原 朝昌,901-2122,浦添市,勢理客４－１８－１,098-940-8878,100000,法人,電,,R070405,20,電気・設備工事,1
47011129,知事,（株）沖縄トラスコン,奥間 政一郎,904-2143,沖縄市,知花６－８－１７セイワビル１０２,098-938-1580,40000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水解,1,R050921,15,建設業（総合）,1
47012728,知事,（有）沖縄ドリーム産業,新里 貴之,901-2133,浦添市,城間２－１－２,098-876-6480,3000,法人,大左石屋電管タ板ガ塗防内絶具,,R070407,12,電気・設備工事,1
47002503,知事,沖縄ナブコ（株）,崎原 章一郎,901-1101,島尻郡南風原町,字大名２６２,098-889-0111,30000,法人,鋼内具,,R070802,35,内装工事,1
47006991,知事,（有）沖縄南國ハウス,國場 勉,901-1302,島尻郡与那原町,字上与那原４９７－１１,098-946-7091,3000,法人,土建大と,,R030528,28,建設業（総合）,1
47008556,知事,（株）沖縄日興,木脇 博史,904-2164,沖縄市,桃原４－２４－２,098-939-0733,13100,法人,建大屋タ鋼内,,R040830,20,建設業（総合）,1
47002958,知事,沖縄ニッタン（株）,山里 秀夫,900-0001,那覇市,港町２－１４－７,098-861-1764,15000,法人,電管消,,R070627,35,電気・設備工事,1
47010339,知事,（株）沖縄日本管財,山里 英樹,900-0015,那覇市,久茂地１－１２－１２,098-867-5201,50000,法人,建大屋電管タ内,,R040716 R050508,15,建設業（総合）,1
47013528,知事,沖縄熱帯植物管理（株）,西銘 宜孝,905-0205,国頭郡本部町,字山川１４６６－１,0980-48-4002,10000,法人,園,,R050813,8,その他専門工事,
47013005,知事,（有）沖縄パーラーシステム,田中 豊仁,901-2215,宜野湾市,真栄原２－１５－５－１０３,098-898-0071,3000,法人,土と石鋼舗し水解,,R030714,8,建設業（総合）,1
47010134,知事,（合）沖縄はつり工業,與儀 勝,904-0032,沖縄市,諸見里２－２０－２０,098-930-0489,3000,法人,と,,R040305,15,その他専門工事,1
47001838,知事,沖縄パナソニック特機（株）,玉山 憲是,900-0036,那覇市,西２－１５－１,098-868-0131,44000,法人,電管機通消,1,R070523,35,電気・設備工事,1
47009267,知事,沖縄ピーシー（株）,砂川 尚男,904-2162,沖縄市,海邦町３－２７,098-934-8377,100000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水,1,R070817,20,建設業（総合）,1
47015225,知事,沖縄ビケン（株）,名嘉 秀明,901-2224,宜野湾市,真志喜２－８－４,098-975-9464,5000,法人,電消,,R061021,0,電気・設備工事,1
47014245,知事,（株）沖縄ビジネスセンター,多良間 憲市,906-0013,宮古島市,平良字下里５８０、３Ｆ,0980-73-3439,10000,法人,通,,R030129,5,電気・設備工事,
47010467,知事,（有）沖縄ビジョンサービス,﨑山 英則,901-2102,浦添市,前田２－１４－２,098-875-6144,4000,法人,電通,,R050408,15,電気・設備工事,1
47000097,知事,（株）沖縄日立,原田 猛,900-0003,那覇市,字安謝２３０,098-861-1045,225000,法人,電管機,1,R040430,35,電気・設備工事,1
47014654,知事,沖縄日立ネットワークシステムズ（株）,中宗 義昭,900-0006,那覇市,おもろまち１－３－３１ 那覇新都心メディアビル,098-868-8420,100000,法人,通,,R040610,0,電気・設備工事,1
47013150,知事,沖縄非破壊検査（株）,山里 昇,904-2172,沖縄市,泡瀬３－３９－７,098-929-3335,10000,法人,電,,R040215,8,電気・設備工事,1
47011621,知事,沖縄ビル・メンテナンス（株）,幸地 均,900-0002,那覇市,曙２－８－１８,098-862-2551,40000,法人,電消,,R070604,12,電気・設備工事,1
